City,State,Bank,BankState,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,GrAppv,SBA_Appv,IndustryCode
NEW HYDE PARK,NY,WELLS FARGO BANK NATL ASSOC,SD,60,3,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,23
WEST CHAZY,NY,GLENS FALLS NATL BK & TR CO,NY,60,1,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,23
GREENUP,IL,BANK OF AMERICA NATL ASSOC,NC,38,1,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,45
ARARAT,NC,BANK OF AMERICA NATL ASSOC,NC,8,2,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,0
SCOTT,LA,GULF COAST BANK,LA,60,4,1,0,0,1,0,FALSE,FALSE,20000,20000,15000,0
PENNSAUKEN,NJ,"PNC BANK, NATIONAL ASSOCIATION",PA,84,5,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
PHARR,TX,WELLS FARGO BANK NATL ASSOC,TX,84,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,62
OXNARD,CA,"CITIBANK, N.A.",CA,84,8,1,1,8,1,1,TRUE,FALSE,20000,20000,10000,56
CHARLOTTE,NC,MECHANICS AND FARMERS BANK,NC,54,1,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
GREENFIELD,MA,GREENFIELD SAVINGS BANK,MA,84,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,44
PROVO,UT,U.S. BANK NATIONAL ASSOCIATION,OH,52,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
BRENTWOOD,TN,FIRST TENNESSEE BANK NATL ASSO,TN,36,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
SCONDIDO,CA,BANK OF AMERICA CALIFORNIA N.A,CA,48,5,1,0,0,1,0,FALSE,FALSE,20000,20000,16000,0
RESERVE,NM,WASHINGTON FEDERAL NATL ASSOC,NM,60,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
GLASGOW,MT,FIRST COMMUNITY BANK,MT,48,5,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
OXFORD,AL,BRANCH BK. & TR CO,AL,65,4,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,32
OVERLAND PARK,KS,COUNTRY CLUB BANK,KS,36,10,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,54
BAYTOWN,TX,BBCN BANK,CA,64,4,2,5,4,1,1,FALSE,FALSE,20000,20000,17000,56
NEW YORK,NY,"CITIBANK, N.A.",NY,84,12,1,0,12,1,1,TRUE,FALSE,20000,20000,10000,49
FLORA,MS,BBCN BANK,CA,30,2,1,1,2,1,2,FALSE,FALSE,20000,20000,17000,49
WORCESTER,MA,SOUTHBRIDGE SAVINGS BANK,MA,72,4,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,72
PHOENIX,AZ,JPMORGAN CHASE BANK NATL ASSOC,IL,60,15,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,23
COLUMBIA,MO,BOONE CNTY NATL BK OF COLUMBI,MO,60,1,1,1,2,1,1,FALSE,FALSE,20000,20000,10000,71
MCALLEN,TX,CAPITAL ONE NATL ASSOC,TX,48,8,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
FARGO,ND,FIRST INTERNATL BK & TR,ND,84,10,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
SOUTH BEND,IN,1ST SOURCE BANK,IN,60,1,2,0,1,1,2,FALSE,FALSE,20000,28000,23800,52
METAIRIE,LA,INNOVATIVE BANK,CA,84,5,1,2,5,1,1,FALSE,FALSE,20000,20000,17000,72
ONTARIO,CA,UNITI BANK,CA,36,2,1,0,2,1,1,FALSE,FALSE,20000,20000,10000,44
PLAINFIELD,IN,INNOVATIVE BANK,CA,84,1,1,1,1,1,1,FALSE,FALSE,20000,20000,10000,23
AUBURN,WA,BOEING EMPL CU,WA,67,2,2,2,0,1,1,FALSE,FALSE,20000,20000,10000,45
MINOOKA,IL,"PNC BANK, NATIONAL ASSOCIATION",IL,60,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,23
AMIDON,ND,DAKOTA WESTERN BANK,ND,74,2,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
NORTH CHARLESTON,SC,WELLS FARGO BANK NATL ASSOC,SD,60,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,45
SOUTHFIELD,MI,WELLS FARGO BANK NATL ASSOC,CA,60,6,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,0
EAGLE,CO,ALPINE BANK,CO,60,3,2,0,0,1,0,FALSE,TRUE,20000,40000,32000,23
BONHAM,TX,LEGEND BANK NATL ASSOC,TX,60,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
FORT LAUDERDALE,FL,BANK OF AMERICA NATL ASSOC,GA,120,4,2,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
FLEMINGTON,NJ,WELLS FARGO BANK NATL ASSOC,SD,96,5,2,0,0,1,0,FALSE,TRUE,20000,65000,52000,0
SALEM,OR,WELLS FARGO BANK NATL ASSOC,SD,60,2,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,0
POUGHKEEPSIE,NY,RHINEBECK BANK,NY,60,1,1,1,1,1,1,FALSE,FALSE,20000,20000,10000,54
JOHNSTON,RI,CITIZENS BANK NATL ASSOC,RI,84,5,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
KINGSTOWN,WA,CITIZENS BANK NATL ASSOC,RI,12,3,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
ELIZABETH,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,12,2,1,0,0,1,0,FALSE,FALSE,20000,20000,16000,23
PALM BAY,FL,JPMORGAN CHASE BANK NATL ASSOC,NV,84,1,1,3,1,1,1,TRUE,FALSE,20000,20000,10000,53
FORT WAYNE,IN,WELLS FARGO BANK NATL ASSOC,IN,8,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,44
BURLINGTON,VT,KEYBANK NATIONAL ASSOCIATION,VT,60,19,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,54
ASTORIA,OR,COLUMBIA ST. BANK D/B/A BK OF,OR,48,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,11
SPRINGFIELD,MO,U.S. BANK NATIONAL ASSOCIATION,OH,60,7,1,0,0,53585,0,FALSE,TRUE,20000,20000,16000,81
SAN DIEGO,CA,UMPQUA BANK,OR,84,1,1,0,0,1,0,FALSE,TRUE,20000,25000,20000,23
DENVER,CO,COBIZ BANK,CO,36,14,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,45
OCEANSIDE,CA,MUFG UNION BANK NATL ASSOC,CA,36,10,1,0,0,1,1,FALSE,FALSE,20000,20000,10000,54
SAPULPA,OK,BANCFIRST,OK,64,5,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,23
UNDERWOOD,IN,"PNC BANK, NATIONAL ASSOCIATION",DE,2,4,1,0,4,1,1,TRUE,FALSE,20000,20000,10000,54
EL PASO,TX,UNITED BK OF EL PASO DEL NORTE,TX,60,16,1,0,0,1,1,FALSE,FALSE,20000,20000,15000,54
GRAND FORKS,ND,AMERICAN FEDERAL BANK,ND,18,5,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,81
CHANDLER,AZ,WELLS FARGO BANK NATL ASSOC,SD,11,4,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
ARIEL,WA,WELLS FARGO BANK NATL ASSOC,SD,60,1,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,0
LYONS FALLS,NY,COMMUNITY BANK NATL ASSOC,NY,120,6,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
DES MOINES,IA,WELLS FARGO BANK NATL ASSOC,SD,60,4,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,72
N. LAS VEGAS,NV,NEVADA STATE BANK,NV,60,5,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
WATSONVILLE,CA,SANTA CRUZ COMMUNITY CU,CA,48,2,1,0,2,1,2,FALSE,FALSE,20000,20000,10000,62
SEATTLE,WA,BANNER BANK,WA,60,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,45
MECHANICSVILLE,VA,BANK OF AMERICA NATL ASSOC,NC,12,8,2,0,0,17584,0,TRUE,FALSE,20000,20000,10000,23
OMAHA,NE,GREAT WESTERN BANK,SD,21,20,1,0,20,1,1,FALSE,FALSE,20000,20000,15000,72
WARWICK,RI,CITIZENS BANK NATL ASSOC,RI,9,3,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,33
BALLWIN,MO,MERAMEC VALLEY BANK,MO,60,2,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
ANTLERS,OK,SECURITY FIRST NATIONAL BANK,OK,41,4,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,33
DOVER,NH,BANK OF AMERICA NATL ASSOC,CT,60,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
OVERLAND PARK,KS,METCALF BANK,KS,60,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
ONEONTA,NY,COMMUNITY BANK NATL ASSOC,NY,60,9,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,54
NEWPORT NEWS,VA,OLD POINT NATL BK OF PHOEBUS,VA,60,2,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,45
SUMNER,IA,NORTHEAST SECURITY BANK,IA,84,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
ABILENE,TX,COMPASS BANK,TX,48,3,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
CHARLESTON,WV,BRANCH BK. & TR CO,NC,60,6,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
RIPLEY,TN,BBCN BANK,CA,12,2,1,1,2,1,2,FALSE,FALSE,20000,20000,17000,72
SEATTLE,WA,BANK OF AMERICA NATL ASSOC,NC,60,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
PITTSBURGH,PA,ENTERPRISE BANK,PA,60,10,1,2,0,1,1,FALSE,FALSE,20000,20000,10000,54
ROLLA,ND,CITIZENS COMMUNITY CU,ND,12,3,1,3,6,1,2,TRUE,FALSE,20000,20000,10000,23
DYSART,IA,FARMERS SAVINGS BANK & TRUST,IA,72,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
QUEENS,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,60,1,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,23
WENATCHEE,WA,WELLS FARGO BANK NATL ASSOC,SD,36,5,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
HOMETOWN,WV,THE HUNTINGTON NATIONAL BANK,WV,120,4,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
WESTMINSTER,MD,BRANCH BK. & TR CO,MD,84,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
HENDERSON,NV,JPMORGAN CHASE BANK NATL ASSOC,IL,20,1,1,2,1,1,2,FALSE,FALSE,20000,20000,10000,53
KOKOMO,IN,BMO HARRIS BK NATL ASSOC,IL,36,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,62
ASHLAND,OR,JPMORGAN CHASE BANK NATL ASSOC,OR,63,4,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
MARION,IA,CEDAR RAPIDS BK & TR CO,IA,39,1,2,0,1,1,1,TRUE,FALSE,20000,20000,10000,33
HAILEY,ID,MOUNTAIN W. BANK A DIVISION OF,ID,60,2,1,0,2,1,1,FALSE,FALSE,20000,20000,17000,56
FARGO,ND,BANK OF THE WEST,ND,60,2,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
BUFFALO,NY,HSBC BK USA NATL ASSOC,NY,60,4,1,0,0,1,0,FALSE,FALSE,20000,20000,16000,0
EUNICE,LA,TRI-PARISH BANK,LA,60,2,2,2,0,1,0,FALSE,FALSE,20000,20000,17000,56
GLENVIEW,IL,BBCN BANK,CA,54,1,1,0,1,1,1,FALSE,FALSE,20000,20000,10000,81
PENFIELD,NY,FIRST NIAGARA BANK NATL ASSOC,NY,60,3,1,0,0,1,0,FALSE,FALSE,20000,20000,16000,0
PROVIDENCE,RI,SANTANDER BANK NATL ASSOC,DE,60,3,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
MONTGOMERY,AL,USAMERIBANK,FL,60,4,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
OWATONNA,MN,WELLS FARGO BANK NATL ASSOC,MN,60,2,2,0,0,1,0,FALSE,FALSE,20000,20000,16000,0
SPOKANE,WA,WELLS FARGO BANK NATL ASSOC,SD,11,22,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,0
DEPEW,NY,HSBC BK USA NATL ASSOC,NY,60,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
ENNING,SD,FIRST INTERSTATE BANK,SD,84,2,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
TAZEWELL,VA,BRANCH BK. & TR CO,VA,132,2,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
SWANSEA,IL,BANK OF AMERICA NATL ASSOC,MO,60,2,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,54
WAITSFIELD,VT,NORTHFIELD SAVINGS BANK,VT,36,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
LOCKPORT,NY,FIRST NIAGARA BANK NATL ASSOC,NY,36,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,71
HUTCHINSON,KS,"BANK SNB, NATIONAL ASSOCIATION",KS,84,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,42
CHICAGO,IL,BANCO POPULAR NORTH AMERICA,IL,60,1,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,45
SPRINGFIELD,MO,EMPIRE BANK,MO,48,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
DAYTON,OH,FIFTH THIRD BANK,OH,60,12,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
DENHAM SPRINGS,LA,WHITNEY BANK,MS,60,5,1,2,5,1,0,FALSE,FALSE,20000,20000,17000,44
BROOKLYN,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,36,20,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
OMAHA,NE,WELLS FARGO BANK NATL ASSOC,NE,60,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,33
KATY,TX,BBCN BANK,CA,84,1,1,2,1,1,1,FALSE,FALSE,20000,20000,10000,44
QUECHEE,VT,"LAKE SUNAPEE BANK, FSB",VT,84,3,1,0,0,1,0,FALSE,FALSE,20000,20000,16000,31
HOUSTON,TX,BANK OF AMERICA NATL ASSOC,TX,84,3,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
WORCESTER,MA,BANK OF AMERICA NATL ASSOC,MA,12,5,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,54
SACRAMENTO,CA,WELLS FARGO BANK NATL ASSOC,SD,84,5,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,54
FLATWOODS,KY,FIRST & PEOPLES BK & TR CO,KY,120,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,44
OMAHA,NE,FIRST NATIONAL BANK OF OMAHA,NE,60,3,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,81
BAPTIST VALLEY,VA,BRANCH BK. & TR CO,VA,84,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,51
BERNARDSTON,MA,GREENFIELD SAVINGS BANK,MA,60,19,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
HIGHLAND PARK,IL,BBCN BANK,IL,60,3,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,81
TEMPE,AZ,BMO HARRIS BK NATL ASSOC,IL,60,11,2,1,11,1,1,FALSE,FALSE,20000,20000,10000,62
TORRANCE,CA,OPUS BANK,CA,84,4,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
EDDYVILLE,KY,BRANCH BK. & TR CO,KY,96,1,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
CARRBOW,NC,SUNTRUST BANK,GA,36,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
BOISE (CORPORATE NAME BOISE CI,ID,MOUNTAIN W. BANK A DIVISION OF,ID,84,5,1,0,5,77174,1,TRUE,FALSE,20000,20000,10000,81
OZARK,AL,BBCN BANK,CA,23,3,1,2,3,1,2,FALSE,FALSE,20000,20000,17000,44
BAYPORT,NY,"CITIBANK, N.A.",NY,60,4,1,0,4,55815,1,FALSE,FALSE,20000,20000,10000,81
TIVOLI,NY,MANUFACTURERS & TRADERS TR CO,NY,62,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
KINGS PARK,NY,"CITIBANK, N.A.",NY,60,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,81
HOLBROOK,NY,BANK OF AMERICA NATL ASSOC,NY,62,18,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,62
LAKELAND,FL,BRANCH BK. & TR CO,FL,60,1,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
HIAWASSEE,GA,COMMUNITY & SOUTHERN BANK,GA,84,1,2,0,0,59450,0,FALSE,TRUE,20000,20000,16000,0
LAS VEGAS,NV,BANK OF THE WEST,CA,72,4,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,23
SWAINTON,NJ,BANK OF AMERICA NATL ASSOC,NY,60,11,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,42
CHICAGO,IL,BBCN BANK,CA,58,5,1,2,5,1,1,FALSE,FALSE,20000,20000,17000,51
LEXINGTON,SC,BBCN BANK,CA,84,4,1,2,4,1,1,FALSE,FALSE,20000,20000,17000,54
JOPLIN,MO,SOUTHWEST MISSOURI BANK,MO,24,3,1,0,3,1,1,FALSE,FALSE,20000,20000,10000,33
BOCA RATON,FL,SUNTRUST BANK,GA,48,4,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
GRAND FORKS,ND,BREMER BANK NATL ASSOC,ND,108,2,1,0,2,1,1,FALSE,FALSE,20000,20000,10000,54
LAKE WORTH,FL,WELLS FARGO BANK NATL ASSOC,SD,84,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
WICHITA,KS,INTRUST BANK NATL ASSOC,KS,9,36,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
ROSWELL,NM,WASHINGTON FEDERAL NATL ASSOC,NM,60,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
MILFORD,CT,JPMORGAN CHASE BANK NATL ASSOC,IL,60,3,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
ARCATA,CA,UMPQUA BANK,CA,60,4,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,45
LEEDS,ND,FIRST STATE BANK OF CANDO,ND,240,1,1,0,1,1,2,FALSE,FALSE,20000,20000,10000,45
NEW YORK,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,60,3,1,0,0,1,0,FALSE,FALSE,20000,35000,17500,72
SEASIDE,OR,WELLS FARGO BANK NATL ASSOC,SD,60,5,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,45
MANCHESTER,ME,THE BANK OF MAINE,ME,60,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,42
KNIGHTDALE,NC,SUNTRUST BANK,GA,60,1,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,62
WARWICK,RI,BANK RHODE ISLAND,RI,24,4,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,23
WORCESTER,MA,BAY STATE SAVINGS BANK,MA,60,5,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
MARSHFIELD,MO,METROPOLITAN NATIONAL BANK,MO,48,8,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
BROOKLYN,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,24,1,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,72
DES MOINES,IA,WEST BANK,IA,36,3,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,44
GREENSBURG,PA,COMMERCIAL BANK & TRUST OF PA,PA,60,2,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
NAPA,CA,WELLS FARGO BANK NATL ASSOC,SD,84,1,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
CHICAGO,IL,BBCN BANK,IL,60,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,45
PATASKALA,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,60,2,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,23
SAINT PAUL,MN,ANCHOR BANK NATL ASSOC,MN,36,1,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,45
MALVERN,AR,THE MALVERN NATIONAL BANK,AR,60,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
FARGO,ND,BELL STATE BANK & TRUST,ND,60,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,56
NEW CUMBERLAND,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,24,10,2,0,10,1,2,TRUE,FALSE,20000,20000,10000,72
BATH,NY,FIVE STAR BANK,NY,36,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
STURGIS,SD,FIRST NATIONAL BANK,SD,84,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
NISKAYUNA,NY,KEYBANK NATIONAL ASSOCIATION,NY,60,10,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,0
EYOTA,MN,EASTWOOD BANK,MN,71,2,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,62
FT. DODGE,IA,WELLS FARGO BANK NATL ASSOC,IA,72,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,62
NORCROSS,GA,BRANCH BK. & TR CO,GA,78,3,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
NORTH BRANFORD,CT,BANK OF AMERICA NATL ASSOC,CT,60,33,1,0,0,52300,0,FALSE,TRUE,20000,20000,16000,0
HILLIARD,OH,KEYBANK NATIONAL ASSOCIATION,OH,12,2,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
SALINAS,CA,MUFG UNION BANK NATL ASSOC,CA,60,1,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,81
MARION,IA,WELLS FARGO BANK NATL ASSOC,SD,72,1,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
WATERTOWN,NY,HSBC BK USA NATL ASSOC,NY,60,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
HOFFMAN,MN,STAR BANK,MN,60,4,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
ROCHESTER,NH,BANK OF AMERICA NATL ASSOC,CT,60,10,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
FARGO,ND,BANK OF THE WEST,ND,84,2,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,44
WELLESLEY,MA,SANTANDER BANK NATL ASSOC,MA,60,1,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,45
SPRINGFIELD,MO,U.S. BANK NATIONAL ASSOCIATION,OH,60,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,54
NORTH PORT,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,48,1,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
CARY,NC,"PNC BANK, NATIONAL ASSOCIATION",DE,30,4,1,0,0,60525,0,FALSE,FALSE,20000,20000,16000,0
NEW YORK,NY,BANCO POPULAR DE PUERTO RICO,PR,81,4,1,0,0,1,0,FALSE,FALSE,20000,20000,15000,0
GAINESVILLE,FL,COMPASS BANK,FL,60,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
ROSEVILLE,MN,ASSOCIATED BANK NATL ASSOC,MN,57,9,2,0,0,1,0,FALSE,FALSE,20000,20000,16000,0
WICHITA,KS,INTRUST BANK NATL ASSOC,KS,48,6,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
KETCHIKAN,AK,FIRST BANK,AK,60,4,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,72
GREAT BARRINGTON,MA,"TD BANK, NATIONAL ASSOCIATION",MA,12,3,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,54
SALT LAKE,UT,JPMORGAN CHASE BANK NATL ASSOC,IL,60,2,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
IDAHO FALLS,ID,BANK OF IDAHO,ID,72,3,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,31
BULVERDE,TX,WELLS FARGO BANK NATL ASSOC,TX,36,15,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
ESPANOLA,MN,WELLS FARGO BANK NATL ASSOC,SD,60,2,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,0
SAINT PAUL,MN,ASSOCIATED BANK NATL ASSOC,WI,60,3,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
WINDHAM,ME,KEYBANK NATIONAL ASSOCIATION,OH,60,1,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,42
PALM BAY,FL,BANK OF AMERICA NATL ASSOC,FL,60,3,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
KEASBEY,NJ,"PNC BANK, NATIONAL ASSOCIATION",PA,60,1,1,0,0,1,0,FALSE,FALSE,20000,20000,10000,0
NORCROSS,GA,BANK OF AMERICA NATL ASSOC,MD,36,32,1,0,0,78760,0,FALSE,FALSE,20000,20000,10000,0
LEAVENWORTH,WA,WASHINGTON TRUST BANK,WA,84,4,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
SPRINGFIELD,IL,U.S. BANK NATIONAL ASSOCIATION,IL,84,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,44
ORCHARD PARK,NY,BANK OF AMERICA NATL ASSOC,NY,60,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,62
LUFKIN,TX,WELLS FARGO BANK NATL ASSOC,SD,14,4,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,0
EL CAJON,CA,BANK OF AMERICA CALIFORNIA N.A,CA,84,15,1,0,0,1,0,FALSE,FALSE,20000,20000,15000,0
CRANSTON,RI,ADMIRALS BANK,MA,48,10,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,23
NASHVILLE,TN,SUNTRUST BANK,GA,60,9,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
TRAER,IA,FARMERS STATE BANK,IA,60,10,1,0,0,1,0,FALSE,FALSE,20000,20000,15000,0
TROTWOOD,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,84,9,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,0
CARROLLTON,TX,WELLS FARGO BANK NATL ASSOC,SD,60,2,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,45
OCEANSIDE,CA,WELLS FARGO BANK NATL ASSOC,SD,60,6,1,0,0,1,0,TRUE,FALSE,20000,20000,10000,0
LAS VEGAS,NM,WELLS FARGO BANK NATL ASSOC,NM,60,2,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,54
LAKE CITY,FL,"TD BANK, NATIONAL ASSOCIATION",FL,84,2,2,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
NEWTON,IA,GREAT SOUTHERN BANK,IA,84,3,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
COLUMBUS,OH,U.S. BANK NATIONAL ASSOCIATION,OH,60,2,1,0,0,1,0,FALSE,TRUE,20000,20000,16000,0
DEARBORN,MI,CITIZENS BANK NATL ASSOC,RI,41,3,1,0,3,0,1,FALSE,FALSE,20001,25000,12500,48
